prolificId	participantIndex	sessionKey	sessionId	mode	startedAt	completedAt	terminatedReason	lastAutosaveAt	autosaveSeq	serverLastSavedAt	serverLastSaveOk	serverLastSaveError	flow_order	flow_source	flow_enable_math	block_id	block_order_index	instrument	page_id	page_index	page_duration_ms	item_id	item_num	presented_index	presented_num	facet	key	item_text	raw_value	raw_label	response_value	response_label	reverseKeyed	scored_value	scored_label	item_score_value	item_score_label	rt_first_ms	rt_last_ms	first_answered_at	last_changed_at	changed_count	svo_expected_you	svo_expected_other	svo_written_you_raw	svo_written_other_raw	svo_written_you_num	svo_written_other_num	svo_written_matches_expected	svo_slider_first_rt_ms	svo_slider_last_rt_ms	svo_slider_change_count	svo_written_first_rt_ms	svo_written_last_rt_ms	svo_written_change_count	extra
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	demographics	6	demographics	demographics_end	11	53062	demo_q10	10					“What is your current employment status?”	Other:		Other:							22527	31467	2026-02-04T04:42:14.005Z	2026-02-04T04:42:22.945Z	2														p
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	demographics	6	demographics	demographics_end	11	53062	demo_q11	11					“How would you describe your socioeconomic status?”	Low		Low							29660	29660	2026-02-04T04:42:21.138Z	2026-02-04T04:42:21.138Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	demographics	6	demographics	demographics_end	11	53062	demo_q12	12					(Optional depending on country and IRB)	p		p							37069	37069	2026-02-04T04:42:28.547Z	2026-02-04T04:42:28.547Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	demographics	6	demographics	demographics_end	11	53062	demo_q13	13					“How would you describe your political orientation?”	2		2							38759	38759	2026-02-04T04:42:30.237Z	2026-02-04T04:42:30.237Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	demographics	6	demographics	demographics_end	11	53062	demo_q14	14					“What is your religious affiliation, if any?”	Atheist / Agnostic		Atheist / Agnostic							40059	40059	2026-02-04T04:42:31.537Z	2026-02-04T04:42:31.537Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	demographics	6	demographics	demographics_end	11	53062	demo_q15	15					“How religious would you say you are?”	7		7							46547	48266	2026-02-04T04:42:38.025Z	2026-02-04T04:42:39.744Z	2														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	demographics	6	demographics	demographics_end	11	53062	demo_q16	16					“Have you previously participated in online economic or psychological experiments?”	No		No							43572	43572	2026-02-04T04:42:35.050Z	2026-02-04T04:42:35.050Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	demographics	6	demographics	demographics_end	11	53062	demo_q17	17					“What device are you using right now?”	Desktop / Laptop		Desktop / Laptop							49900	49900	2026-02-04T04:42:41.378Z	2026-02-04T04:42:41.378Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	consent_age	0	demographics	consent_age	0	25495	demo_q18	18					“I confirm that I am at least 18 years old and consent to participate in this study.”	Yes		Yes							24172	24172	2026-02-04T04:35:05.360Z	2026-02-04T04:35:05.360Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	math_check		math_check	math_check_1		4074	math_check_1				Consent/Age → Moral Foundations Questionnaire	add_sub	62728 + 70430 - 6050	'		'			127108		127108		869	869	2026-02-04T04:35:09.199Z	2026-02-04T04:35:09.199Z	1														{"attempts":[{"attemptNo":1,"focusAt":"2026-02-04T04:35:08.330Z","submitAt":"2026-02-04T04:35:09.199Z","rtMs":869,"answerRaw":"'","answerNumeric":null,"correct":false}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	math_check		math_check	math_check_2		8961	math_check_2				Moral Foundations Questionnaire → HEXACO-PI-R (Self Report Form)	mul	9228 * 809	testfeb4p		testfeb4p			7465452		7465452		5528	5528	2026-02-04T04:35:32.547Z	2026-02-04T04:35:32.547Z	1														{"attempts":[{"attemptNo":1,"focusAt":"2026-02-04T04:35:27.019Z","submitAt":"2026-02-04T04:35:32.547Z","rtMs":5528,"answerRaw":"testfeb4p","answerNumeric":null,"correct":false}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	math_check		math_check	math_check_3		23221	math_check_3				HEXACO-PI-R (Self Report Form) → SVO Slider Measure	div	28176 / 48	testfeb4p		testfeb4p			587		587		20013	20013	2026-02-04T04:36:38.787Z	2026-02-04T04:36:38.787Z	1														{"attempts":[{"attemptNo":1,"focusAt":"2026-02-04T04:36:18.774Z","submitAt":"2026-02-04T04:36:38.787Z","rtMs":20013,"answerRaw":"testfeb4p","answerNumeric":null,"correct":false}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	math_check		math_check	math_check_4		8134	math_check_4				SVO Slider Measure → IPIP-NEO-120 (Johnson, 2014)	mul_add	5360 * 120 + 60079	testfeb4p		testfeb4p			703279		703279		5819	5819	2026-02-04T04:39:57.963Z	2026-02-04T04:39:57.963Z	1														{"attempts":[{"attemptNo":1,"focusAt":"2026-02-04T04:39:52.144Z","submitAt":"2026-02-04T04:39:57.963Z","rtMs":5819,"answerRaw":"testfeb4p","answerNumeric":null,"correct":false}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	math_check		math_check	math_check_5		9999	math_check_5				IPIP-NEO-120 (Johnson, 2014) → D70	div_sub	268527 / 57 - 420	testfeb4p		testfeb4p			4291		4291		333	333	2026-02-04T04:41:27.886Z	2026-02-04T04:41:27.886Z	1														{"attempts":[{"attemptNo":1,"focusAt":"2026-02-04T04:41:27.553Z","submitAt":"2026-02-04T04:41:27.886Z","rtMs":333,"answerRaw":"testfeb4p","answerNumeric":null,"correct":false}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_001	1	1	1			I would be quite bored by a visit to an art gallery.	1	strongly disagree	1	strongly disagree	true	5	strongly agree	5	strongly agree	1359	1359	2026-02-04T04:35:35.948Z	2026-02-04T04:35:35.948Z	1														6 - value
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_002	2	2	2			I clean my office or home quite frequently.	2	disagree	2	disagree	false	2	disagree	2	disagree	2609	2609	2026-02-04T04:35:37.198Z	2026-02-04T04:35:37.198Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_003	3	3	3			I rarely hold a grudge, even against people who have badly wronged me.	2	disagree	2	disagree	false	2	disagree	2	disagree	2879	2879	2026-02-04T04:35:37.468Z	2026-02-04T04:35:37.468Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_004	4	4	4			I feel reasonably satisfied with myself overall.	2	disagree	2	disagree	false	2	disagree	2	disagree	3152	3152	2026-02-04T04:35:37.741Z	2026-02-04T04:35:37.741Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_005	5	5	5			I would feel afraid if I had to travel in bad weather conditions.	2	disagree	2	disagree	false	2	disagree	2	disagree	3451	3451	2026-02-04T04:35:38.040Z	2026-02-04T04:35:38.040Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100				hexaco_006	6	6	6			If I want something from a person I dislike, I will act very nicely toward that person in order to get it.					true																							6 - value
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_007	7	7	7			I'm interested in learning about the history and politics of other countries.	2	disagree	2	disagree	false	2	disagree	2	disagree	3690	3690	2026-02-04T04:35:38.279Z	2026-02-04T04:35:38.279Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_008	8	8	8			When working, I often set ambitious goals for myself.	2	disagree	2	disagree	false	2	disagree	2	disagree	3949	3949	2026-02-04T04:35:38.538Z	2026-02-04T04:35:38.538Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_009	9	9	9			People sometimes tell me that I am too critical of others.	2	disagree	2	disagree	true	4	agree	4	agree	4218	4218	2026-02-04T04:35:38.807Z	2026-02-04T04:35:38.807Z	1														6 - value
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_010	10	10	10			I rarely express my opinions in group meetings.	2	disagree	2	disagree	true	4	agree	4	agree	4522	4522	2026-02-04T04:35:39.111Z	2026-02-04T04:35:39.111Z	1														6 - value
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_011	11	11	11			I sometimes can't help worrying about little things.	2	disagree	2	disagree	false	2	disagree	2	disagree	4824	4824	2026-02-04T04:35:39.413Z	2026-02-04T04:35:39.413Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100				hexaco_012	12	12	12			If I knew that I could never get caught, I would be willing to steal a million dollars.					true																							6 - value
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_013	13	13	13			I would like a job that requires following a routine rather than being creative.	2	disagree	2	disagree	true	4	agree	4	agree	5136	5136	2026-02-04T04:35:39.725Z	2026-02-04T04:35:39.725Z	1														6 - value
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_014	14	14	14			I often check my work over repeatedly to find any mistakes.	2	disagree	2	disagree	false	2	disagree	2	disagree	5461	5461	2026-02-04T04:35:40.050Z	2026-02-04T04:35:40.050Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_015	15	15	15			People sometimes tell me that I'm too stubborn.	2	disagree	2	disagree	true	4	agree	4	agree	5716	5716	2026-02-04T04:35:40.305Z	2026-02-04T04:35:40.305Z	1														6 - value
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100				hexaco_016	16	16	16			I avoid making "small talk" with people.					true																							6 - value
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_017	17	17	17			When I suffer from a painful experience, I need someone to make me feel comfortable.	2	disagree	2	disagree	false	2	disagree	2	disagree	6004	6004	2026-02-04T04:35:40.593Z	2026-02-04T04:35:40.593Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_018	18	18	18			Having a lot of money is not especially important to me.	2	disagree	2	disagree	false	2	disagree	2	disagree	6290	6290	2026-02-04T04:35:40.879Z	2026-02-04T04:35:40.879Z	1														
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_019	19	19	19			I think that paying attention to radical ideas is a waste of time.	2	disagree	2	disagree	true	4	agree	4	agree	6561	6561	2026-02-04T04:35:41.150Z	2026-02-04T04:35:41.150Z	1														6 - value
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__prod	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	prod	2026-02-04T04:34:41.188Z	2026-02-04T04:42:44.540Z		2026-02-04T04:42:47.148Z	581	2026-02-04T04:42:47.148Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	2	hexaco100	hexaco100	4	42409	hexaco_020	20	20	20			I make decisions based on the feeling of the moment rather than on careful thought.	2	disagree	2	disagree	true	4	agree	4	agree	6797	6797	2026-02-04T04:35:41.386Z	2026-02-04T04:35:41.386Z	1														6 - value
